DC_DIST,SECTOR,DISPATCH_DATE,DISPATCH_TIME,LOCATION_BLOCK,UCR_GENERAL,OBJ_ID,TEXT_GENERAL_CODE,POINT_X,POINT_Y
14,1,2012-02-16,11:28:00,LIMEKILN PIKE  / WILLIAMS AV,100,1,Homicide - Gross Negligence,-75.16000247,40.06847317
14,1,2012-03-16,01:06:00,2200 BLOCK E WASHINGTON LA,100,1,Homicide - Gross Negligence,-75.15517651,40.07045197
14,1,2012-04-08,22:46:00,STENTON AV  / E WASHINGTON LA,100,1,Homicide - Gross Negligence,-75.16545527,40.05955077
14,4,2012-04-14,16:00:00,W CHELTENHAM AV  / E MOUNT AIRY AV,100,1,Homicide - Gross Negligence,-75.16993412,40.08081927
14,1,2012-05-05,15:07:00,5600 BLOCK NELSON ST,100,1,Homicide - Criminal,-75.16144124,40.04685963
14,4,2012-05-17,02:17:00,1100 BLOCK E MOUNT AIRY AVE,100,1,Homicide - Criminal,-75.17859741,40.07204209
14,2,2012-05-24,17:19:00,600 BLOCK CHURCH LN,100,1,Homicide - Criminal ,-75.16358138,40.0411844
14,2,2012-05-28,19:04:00,400 BLOCK E BRINGHURST ST,100,1,Homicide - Criminal ,-75.16292457,40.03614598
14,2,2012-06-03,02:28:00,5600 BLOCK CHEW AV,100,1,Homicide - Criminal,-75.16387658,40.04483979
14,3,2012-06-11,16:20:00,0 BLOCK W POMONA ST,100,1,Homicide - Criminal,-75.18241746,40.04314309
14,2,2012-07-15,23:40:00,MUSGRAVE ST  / MEEHAN AV,100,1,Homicide - Gross Negligence,-75.18560875,40.05563231
14,1,2012-07-21,21:45:00,800 BLOCK E WOODLAWN ST,100,1,Homicide - Criminal,-75.16341884,40.04519291
14,2,2012-07-27,20:35:00,200 BLOCK E SHARPNACK ST,100,1,Homicide - Criminal,-75.17926722,40.05400422
14,1,2012-07-31,01:50:00,900 BLOCK E WOODLAWN ST,100,1,Homicide - Criminal,-75.16054523,40.04787024
14,1,2012-08-13,02:20:00,1200 BLOCK E UPSAL ST,100,1,Homicide - Criminal,-75.16585618,40.06729374
14,1,2012-08-28,15:04:00,7400 BLOCK LIMEKILN PIKE,100,1,Homicide - Criminal,-75.15837458,40.06696839
14,2,2012-09-02,22:29:00,0 BLOCK E HORTTER ST,100,1,Homicide - Criminal,-75.1833248,40.05204302
14,1,2012-09-07,08:10:00,800 BLOCK E PRICE ST,100,1,Homicide - Criminal,-75.16493302,40.04736467
14,1,2012-09-07,23:08:00,E HORTTER ST  / LOWBER AV,100,1,Homicide - Criminal,-75.16960101,40.06602882
14,1,2012-09-10,14:53:00,800 BLOCK E CHELTEN AV,100,1,Homicide - Criminal ,-75.16362051,40.04658421
14,3,2012-10-19,20:49:00,6300 BLOCK BURBRIDGE ST,100,1,Homicide - Criminal ,-75.18417451,40.04009037
14,3,2012-11-22,19:13:00,GREENE ST  / W SCHOOL HOUSE LA,100,1,Homicide - Gross Negligence,-75.17440271,40.0327373
14,4,2012-12-13,18:40:00,STENTON AV  / MURDOCH RD,100,1,Homicide - Gross Negligence,-75.1872787,40.07207092
15,1,2012-01-01,01:26:00,4100 BLOCK ORCHARD ST,100,1,Homicide - Criminal,-75.08827558,40.00705434
15,1,2012-01-07,21:45:00,4600 BLOCK LEIPER ST,100,1,Homicide - Justifiable ,-75.08717327,40.01710119
15,3,2012-01-20,19:03:00,4800 BLOCK LONGSHORE AV,100,1,Homicide - Criminal,-75.04171132,40.02383828
15,2,2012-01-25,19:35:00,2000 BLOCK BRIDGE ST,100,1,Homicide - Criminal,-75.07047409,40.0134466
15,2,2012-02-03,23:30:00,6200 BLOCK COTTAGE ST,100,1,Homicide - Criminal ,-75.05759965,40.02310264
15,2,2012-02-14,16:12:00,6500 BLOCK TORRESDALE AVE,100,1,Homicide - Criminal,-75.04914264,40.02285496
15,2,2012-03-06,21:57:00,UNRUH AV  / HEGERMAN ST,100,1,Homicide - Gross Negligence,-75.04569107,40.02325775
15,1,2012-03-11,03:02:00,ARAMINGO AV  / ORTHODOX ST,100,1,Homicide - Gross Negligence,-75.07747943,40.00414838
15,1,2012-03-22,05:57:00,2000 BLOCK BRIDGE ST,100,1,Homicide - Justifiable ,-75.07150968,40.01590365
15,2,2012-03-25,23:11:00,5700 BLOCK FRANKFORD AVE,100,1,Homicide - Criminal,-75.06886266,40.02643187
15,3,2012-04-26,08:23:00,4600 BLOCK DISSTON ST,100,1,Homicide - Gross Negligence,-75.04304036,40.02758232
15,3,2012-04-26,09:01:00,4600 BLOCK DISSTON ST,100,1,Homicide - Gross Negligence,-75.04304036,40.02758232
15,3,2012-05-03,18:48:00,E ROOSEVELT BLVD  / COTTMAN AV,100,1,Homicide - Gross Negligence,-75.0546497,40.04465443
15,1,2012-05-07,15:53:00,1900 BLOCK KINSEY ST,100,1,Homicide - Criminal,-75.08311858,40.01049439
15,1,2012-05-11,07:19:00,1600 BLOCK WOMRATH ST,100,1,Homicide - Criminal ,-75.0892141,40.00850175
15,1,2012-05-20,22:09:00,1200 BLOCK ADAMS AVE,100,1,Homicide - Criminal,-75.0932428,40.01471589
15,2,2012-05-24,16:02:00,6300 BLOCK DITMAN ST,100,1,Homicide - Criminal ,-75.05277811,40.02251319
15,2,2012-05-24,17:04:00,6300 BLOCK DITMAN ST,100,1,Homicide - Criminal ,-75.05277811,40.02251319
15,3,2012-05-27,08:20:00,TYSON AV  / ROWLAND AV,100,1,Homicide - Gross Negligence,-75.04976851,40.03539405
15,1,2012-06-12,18:51:00,4700 BLOCK GRISCOM ST,100,1,Homicide - Criminal,-75.08450572,40.01723245
15,1,2012-07-08,19:30:00,2600 BLOCK NB DELAWARE EXPY,100,1,Homicide - Gross Negligence,-75.07494335,40.00579362
15,1,2012-07-26,22:30:00,1900 BLOCK KINSEY ST,100,1,Homicide - Criminal,-75.08270205,40.00990523
15,2,2012-07-31,00:18:00,2000 BLOCK BRIDGE ST,100,1,Homicide - Justifiable ,-75.07150968,40.01590365
15,3,2012-08-26,02:19:00,7700 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.05047952,40.05193033
15,1,2012-08-26,02:45:00,4700 BLOCK GRISCOM ST,100,1,Homicide - Criminal,-75.08445354,40.01728831
15,1,2012-09-03,05:12:00,1100 BLOCK ADAMS AVE,100,1,Homicide - Criminal,-75.09369494,40.01712926
15,1,2012-09-10,23:36:00,4600 BLOCK HORROCKS ST,100,1,Homicide - Criminal,-75.09132297,40.01795267
15,1,2012-09-28,22:28:00,5200 BLOCK SAUL ST,100,1,Homicide - Criminal,-75.08029498,40.02537412
15,3,2012-10-03,05:23:00,7500 BLOCK BROUS AVE,100,1,Homicide - Criminal,-75.04825613,40.04596256
15,3,2012-10-27,21:57:00,7800 BLOCK FRANKFORD AVE,100,1,Homicide - Criminal,-75.03014681,40.04063802
15,1,2012-11-11,07:28:00,2800 BLOCK BRIDGE ST,100,1,Homicide - Criminal ,-75.0640091,40.00225577
15,1,2012-11-27,04:03:00,2000 BLOCK ORTHODOX ST,100,1,Homicide - Criminal,-75.07946528,40.01065892
15,2,2012-12-29,08:35:00,5400 BLOCK AKRON ST,100,1,Homicide - Criminal,-75.0792058,40.02751691
16,2,2012-02-02,08:23:00,5000 BLOCK OGDEN ST,100,1,Homicide - Criminal ,-75.22148799,39.96750822
16,1,2012-04-07,05:48:00,4000 BLOCK CEDAR GROVE DR,100,1,Homicide - Criminal,-75.20540161,39.97792706
16,2,2012-04-30,21:23:00,600 BLOCK N 44TH ST,100,1,Homicide - Criminal,-75.21066376,39.96383362
16,1,2012-05-30,09:12:00,3800 BLOCK HAVERFORD AV,100,1,Homicide - Criminal,-75.19881408,39.96330271
16,1,2012-06-23,23:44:00,600 BLOCK N 38TH ST,100,1,Homicide - Criminal,-75.19735441,39.96344123
16,1,2012-06-24,01:35:00,4000 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.20335475,39.95737475
16,1,2012-06-30,01:53:00,2900 BLOCK ARCH ST,100,1,Homicide - Gross Negligence,-75.18043181,39.95656469
16,2,2012-07-26,20:49:00,800 BLOCK N 47TH ST,100,1,Homicide - Criminal,-75.21574043,39.96849592
16,2,2012-08-04,21:55:00,4100 BLOCK PARKSIDE AVE,100,1,Homicide - Criminal,-75.20788863,39.97567797
16,2,2012-08-24,01:31:00,4500 BLOCK LANCASTER AV,100,1,Homicide - Gross Negligence,-75.21299905,39.96970647
16,2,2012-10-28,00:37:00,N 41ST ST  / PARRISH ST,100,1,Homicide - Criminal ,-75.20571466,39.96818501
16,1,2012-11-05,03:49:00,BELMONT MANSION DR  / S CHAMOUNIX DR,100,1,Homicide - Gross Negligence,-75.21497112,39.99306733
16,2,2012-11-17,02:18:00,4400 BLOCK HOLDEN ST,100,1,Homicide - Criminal,-75.20922829,39.95877942
16,2,2012-11-22,10:42:00,5100 BLOCK WESTMINSTER AVE,100,1,Homicide - Criminal,-75.22301076,39.96841168
16,1,2012-12-08,00:39:00,500 BLOCK N 35TH ST,100,1,Homicide - Criminal,-75.19299722,39.96389106
16,2,2012-12-30,22:37:00,4200 BLOCK HAVERFORD AV,100,1,Homicide - Gross Negligence,-75.20863147,39.96239162
17,1,2012-03-24,16:35:00,700 BLOCK S 19TH ST,100,1,Homicide - Criminal ,-75.17372764,39.94377755
17,2,2012-03-24,21:18:00,27TH DICKINSON ST,100,1,Homicide - Criminal,-75.14512913,39.92872306
17,2,2012-04-20,14:33:00,1500 BLOCK S CORLIES ST,100,1,Homicide - Criminal,-75.19476066,39.93490203
17,2,2012-05-22,22:20:00,2700 BLOCK REED ST,100,1,Homicide - Criminal,-75.18917359,39.93564083
17,3,2012-06-16,02:05:00,S 15TH ST  / FEDERAL ST,100,1,Homicide - Criminal,-75.1689042,39.93597854
17,1,2012-08-01,10:03:00,1100 BLOCK S 15TH ST,100,1,Homicide - Criminal,-75.16861677,39.93707913
17,3,2012-09-09,02:07:00,1500 BLOCK FEDERAL ST,100,1,Homicide - Criminal,-75.16997944,39.93621037
17,3,2012-09-17,15:20:00,19TH FEDERAL ST,100,1,Homicide - Criminal,-75.14594923,39.93258625
17,2,2012-10-15,22:58:00,1300 BLOCK S 33RD ST,100,1,Homicide - Criminal,-75.19817941,39.93686396
17,3,2012-11-06,22:12:00,1400 BLOCK FEDERAL ST,100,1,Homicide - Criminal,-75.16734111,39.93566802
17,3,2012-12-28,04:49:00,1700 BLOCK TITAN ST,100,1,Homicide - Criminal,-75.17342873,39.93535783
18,3,2012-02-05,16:00:00,3900 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.20131079,39.95703601
18,3,2012-03-17,06:35:00,100 BLOCK S 46TH ST,100,1,Homicide - Criminal ,-75.21354029,39.95579414
18,2,2012-03-31,23:18:00,5200 BLOCK DELANCEY ST,100,1,Homicide - Criminal,-75.2274749,39.95418209
18,1,2012-04-01,03:46:00,N 60TH ST  / MARKET ST,100,1,Homicide - Criminal,-75.24076384,39.96196925
18,2,2012-04-17,04:30:00,5400 BLOCK LOCUST ST,100,1,Homicide - Justifiable ,-75.23042679,39.95635725
18,1,2012-04-22,19:28:00,0 BLOCK S SALFORD ST,100,1,Homicide - Criminal,-75.24012655,39.96111427
18,2,2012-05-12,18:55:00,800 BLOCK S VOGDES ST,100,1,Homicide - Criminal ,-75.23441204,39.94722246
18,1,2012-06-09,19:53:00,COBBS CREEK PKWY  / CEDAR AV,100,1,Homicide - Criminal,-75.24874271,39.95317888
18,2,2012-07-31,21:20:00,5200 BLOCK CHANCELLOR ST,100,1,Homicide - Criminal,-75.22747137,39.95656109
18,2,2012-08-09,18:35:00,5500 BLOCK PEMBERTON ST,100,1,Homicide - Justifiable ,-75.23456174,39.95089975
18,2,2012-08-30,08:58:00,S 54TH ST  / BALTIMORE AV,100,1,Homicide - Gross Negligence,-75.23127324,39.94791817
18,3,2012-09-14,20:53:00,600 BLOCK UNIVERSITY AVE,100,1,Homicide - Gross Negligence,-75.19837246,39.94520726
18,1,2012-09-26,15:01:00,CEDAR AV  / COBBS CREEK PKWY,100,1,Homicide - Criminal,-75.24874271,39.95317888
18,1,2012-09-26,21:42:00,1200 BLOCK S MILLICK ST,100,1,Homicide - Criminal,-75.24571284,39.94488962
18,1,2012-10-05,01:41:00,6100 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.24314887,39.96222033
18,2,2012-10-18,21:15:00,S 54TH ST  / LUDLOW ST,100,1,Homicide - Criminal,-75.22881066,39.95969767
18,3,2012-11-12,07:22:00,3900 BLOCK WOODLAND AVE,100,1,Homicide - Gross Negligence,-75.20297555,39.94925759
18,1,2012-11-30,09:26:00,6000 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.24155737,39.9620241
18,2,2012-12-02,02:36:00,300 BLOCK S 52ND ST,100,1,Homicide - Criminal,-75.22612178,39.95429973
18,3,2012-12-03,22:23:00,4800 BLOCK CHESTER AV,100,1,Homicide - Gross Negligence,-75.2155136,39.94483954
18,3,2012-12-22,22:31:00,4600 BLOCK CHESTER AVE,100,1,Homicide - Criminal,-75.21330873,39.94639242
18,3,2012-12-22,23:56:00,4600 BLOCK CHESTER AVE,100,1,Homicide - Criminal,-75.21330873,39.94639242
18,1,2012-12-27,09:33:00,800 BLOCK S CECIL ST,100,1,Homicide - Criminal,-75.23883455,39.9488143
19,2,2012-01-25,07:54:00,5100 BLOCK WARREN ST,100,1,Homicide - Criminal ,-75.22524492,39.97541386
19,2,2012-01-25,14:30:00,5600 BLOCK ARCH ST,100,1,Homicide - Criminal,-75.23356656,39.96265066
19,3,2012-02-06,13:41:00,5500 BLOCK HUNTER ST,100,1,Homicide - Criminal,-75.23205944,39.97766649
19,1,2012-02-22,20:50:00,6300 BLOCK CALLOWHILL ST,100,1,Homicide - Criminal,-75.2459126,39.96884961
19,3,2012-02-29,22:52:00,2600 BLOCK E MIMI CIR,100,1,Homicide - Criminal,-75.20381383,40.0013562
19,3,2012-03-21,12:45:00,5700 BLOCK WYNDALE AVE,100,1,Homicide - Criminal,-75.23796712,39.9886845
19,1,2012-03-24,20:18:00,300 BLOCK N 64TH ST,100,1,Homicide - Criminal,-75.24768361,39.96806089
19,3,2012-03-31,01:08:00,N 50TH ST  / CITY AV,100,1,Homicide - Gross Negligence,-75.22837766,40.00032649
19,2,2012-04-06,01:38:00,5200 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.22589748,39.96017491
19,2,2012-04-06,05:53:00,5200 BLOCK MARKET ST,100,1,Homicide - Criminal,-75.22589748,39.96017491
19,1,2012-04-21,07:37:00,N 63RD ST  / LANCASTER AV,100,1,Homicide - Gross Negligence,-75.24737255,39.9850622
19,2,2012-05-02,20:19:00,N 62ND ST  / CALLOWHILL ST,100,1,Homicide - Criminal,-75.24343057,39.96859255
19,2,2012-05-17,03:41:00,5600 BLOCK ARCH ST,100,1,Homicide - Criminal ,-75.23437375,39.96283753
19,2,2012-05-17,21:51:00,5400 BLOCK SHARSWOOD ST,100,1,Homicide - Criminal,-75.22945988,39.97478432
19,3,2012-07-07,06:11:00,2100 BLOCK BELMONT AV,100,1,Homicide - Gross Negligence,-75.2180597,39.99425728
19,1,2012-07-24,19:31:00,1300 BLOCK WESTBURY DR,100,1,Homicide - Criminal,-75.26429403,39.9734073
19,1,2012-07-24,21:05:00,1300 BLOCK WESTBURY DR,100,1,Homicide - Criminal,-75.26429403,39.9734073
19,1,2012-07-26,03:15:00,6600 BLOCK LEEDS ST,100,1,Homicide - Criminal,-75.253623,39.9751046
19,3,2012-08-14,20:03:00,N 53RD ST / PARKSIDE AV,100,1,Homicide - Criminal,-75.22706001,39.98270089
19,3,2012-08-18,02:19:00,4900 BLOCK W GIRARD AVE,100,1,Homicide - Criminal,-75.22144845,39.97242585
19,1,2012-08-23,23:03:00,500 BLOCK N 65TH ST,100,1,Homicide - Justifiable ,-75.24922417,39.97091794
19,2,2012-10-20,00:11:00,1500 BLOCK N 54TH ST,100,1,Homicide - Criminal,-75.22951875,39.97557764
19,3,2012-10-30,21:07:00,1700 BLOCK ABERDEEN ST,100,1,Homicide - Criminal,-75.2270912,39.9811895
19,2,2012-11-11,23:46:00,S 61ST ST  / MARKET ST,100,1,Homicide - Justifiable ,-75.24273761,39.96221196
19,2,2012-12-04,12:08:00,200 BLOCK HORTON ST,100,1,Homicide - Criminal,-75.24360821,39.96554571
19,2,2012-12-04,19:10:00,1400 BLOCK N 58TH ST,100,1,Homicide - Criminal,-75.23628485,39.97319621
19,2,2012-12-12,16:32:00,5600 BLOCK CHERRY ST,100,1,Homicide - Justifiable ,-75.23249799,39.96329879
19,2,2012-12-16,02:44:00,6200 BLOCK RACE ST,100,1,Homicide - Criminal,-75.24507662,39.96563725
19,2,2012-12-16,07:25:00,N 60TH ST  / VINE ST,100,1,Homicide - Gross Negligence,-75.23979595,39.96658622
19,1,2012-12-24,19:34:00,900 BLOCK N 66TH ST,100,1,Homicide - Criminal,-75.25264226,39.9781745
22,2,2012-01-13,14:55:00,3100 BLOCK FONTAIN ST,100,1,Homicide - Criminal,-75.18445518,39.98769093
22,4,2012-01-16,14:57:00,2200 BLOCK KELLY DR,100,1,Homicide - Gross Negligence,-75.19694852,39.99019554
22,2,2012-01-29,10:56:00,N 24TH ST  / W YORK ST,100,1,Homicide - Gross Negligence,-75.17175655,39.99146297
22,2,2012-02-02,22:57:00,1900 BLOCK N ETTING ST,100,1,Homicide - Criminal,-75.17858415,39.98455693
22,4,2012-02-11,17:14:00,2400 BLOCK MASTER ST,100,1,Homicide - Criminal,-75.17622615,39.97677668
22,1,2012-02-25,22:45:00,1800 BLOCK N 20TH ST,100,1,Homicide - Criminal,-75.16703724,39.98190613
22,1,2012-03-01,03:46:00,2200 BLOCK N CLEVELAND ST,100,1,Homicide - Criminal,-75.16322341,39.98724528
22,3,2012-03-02,23:45:00,900 BLOCK N 12TH ST,100,1,Homicide - Criminal ,-75.15582657,39.97026075
22,4,2012-03-05,03:24:00,3200 BLOCK CECIL B MOORE AV,100,1,Homicide - Criminal,-75.18740199,39.98254677
22,1,2012-03-10,00:45:00,1600 BLOCK W SUSQUEHANNA AVE,100,1,Homicide - Criminal,-75.16046728,39.98688911
22,1,2012-03-10,00:17:00,N 17TH ST  / W SUSQUEHANNA AV,100,1,Homicide - Criminal,-75.16103419,39.98691668
22,2,2012-03-14,17:16:00,2200 BLOCK EDGLEY ST,100,1,Homicide - Criminal,-75.16950015,39.98699561
22,2,2012-03-30,22:36:00,2300 BLOCK W SERGEANT ST,100,1,Homicide - Criminal ,-75.17104568,39.99391188
22,3,2012-04-12,13:34:00,1400 BLOCK N LAMBERT ST,100,1,Homicide - Justifiable ,-75.16980059,39.97592752
22,1,2012-05-04,00:12:00,2600 BLOCK N 16TH ST,100,1,Homicide - Criminal,-75.15819644,39.99281043
22,1,2012-05-08,23:03:00,2200 BLOCK N GRATZ ST,100,1,Homicide - Criminal ,-75.16332974,39.98832707
22,3,2012-05-28,14:14:00,1700 BLOCK RIDGE AVE,100,1,Homicide - Criminal,-75.16588574,39.97140742
22,1,2012-05-30,03:17:00,2200 BLOCK N GRATZ ST,100,1,Homicide - Criminal,-75.16350039,39.98754144
22,2,2012-05-30,16:29:00,2500 BLOCK N NAPA ST,100,1,Homicide - Criminal,-75.18289763,39.99472158
22,1,2012-06-04,14:08:00,2200 BLOCK N BOUVIER ST,100,1,Homicide - Criminal,-75.16171516,39.98836932
22,3,2012-06-08,19:55:00,N BROAD ST  / MASTER ST,100,1,Homicide - Gross Negligence,-75.15878506,39.97449181
22,1,2012-06-11,00:56:00,2200 BLOCK N COLORADO ST,100,1,Homicide - Criminal,-75.16135101,39.98786025
22,1,2012-06-11,23:08:00,1000 BLOCK W CUMBERLAND ST,100,1,Homicide - Criminal,-75.14868199,39.98997742
22,1,2012-06-14,18:28:00,1200 BLOCK TUCKER ST,100,1,Homicide - Criminal ,-75.15139263,39.99273766
22,3,2012-06-22,22:08:00,1300 BLOCK N 10TH ST,100,1,Homicide - Criminal,-75.15208404,39.97309743
22,2,2012-07-06,16:19:00,N CORLIES ST  / W HUNTINGDON ST,100,1,Homicide - Criminal,-75.18110919,39.99573253
22,2,2012-08-02,01:20:00,2100 BLOCK N NATRONA ST,100,1,Homicide - Criminal,-75.18604364,39.9885803
22,2,2012-08-02,23:14:00,2600 BLOCK W HAGERT ST,100,1,Homicide - Criminal,-75.17484753,39.99258206
22,2,2012-08-13,04:00:00,2200 BLOCK W LEHIGH AVE,100,1,Homicide - Criminal,-75.16860503,39.99572817
22,4,2012-08-17,00:24:00,1500 BLOCK N 29TH ST,100,1,Homicide - Criminal,-75.18240253,39.97979621
22,3,2012-08-18,05:56:00,2000 BLOCK CECIL B MOORE AV,100,1,Homicide - Criminal,-75.16808299,39.98005317
22,1,2012-09-08,18:52:00,2500 BLOCK N SARTAIN ST,100,1,Homicide - Criminal,-75.1506953,39.99107798
22,1,2012-09-10,17:50:00,N 22ND ST  / W HUNTINGDON ST,100,1,Homicide - Criminal,-75.16792791,39.99403461
22,2,2012-09-22,10:06:00,3000 BLOCK W SUSQUEHANNA AV,100,1,Homicide - Criminal,-75.18190359,39.98955408
22,2,2012-09-30,14:06:00,3200 BLOCK W ARIZONA ST,100,1,Homicide - Criminal,-75.18448904,39.99267782
22,4,2012-10-01,15:55:00,1700 BLOCK N HOLLYWOOD ST,100,1,Homicide - Criminal,-75.18236015,39.98236349
22,4,2012-10-01,17:03:00,1300 BLOCK N  25TH ST,100,1,Homicide - Criminal,-75.17693584,39.97554033
22,4,2012-10-01,19:07:00,2200 BLOCK STEWART ST,100,1,Homicide - Criminal,-75.17315499,39.97742726
22,4,2012-10-04,18:31:00,MARINE - PARK STA @ 2200 KELLY DR,100,1,Homicide - Gross Negligence,-75.19694852,39.99019554
22,4,2012-10-18,23:41:00,1700 BLOCK N 24TH ST,100,1,Homicide - Criminal,-75.17414959,39.98080222
22,2,2012-11-20,09:14:00,2600 BLOCK W HAROLD ST,100,1,Homicide - Gross Negligence,-75.17422031,39.99543558
22,2,2012-12-05,21:45:00,1900 BLOCK N 27TH ST,100,1,Homicide - Criminal,-75.17814519,39.98442635
22,2,2012-12-09,02:18:00,2600 BLOCK N STANLEY ST,100,1,Homicide - Criminal,-75.18135676,39.99657438
24,1,2012-01-10,22:29:00,1500 BLOCK E LUZERNE ST,100,1,Homicide - Criminal,-75.09830065,40.00718828
24,1,2012-01-11,00:36:00,1500 BLOCK E LUZERNE ST,100,1,Homicide - Criminal,-75.09830065,40.00718828
24,1,2012-01-11,00:36:00,1500 BLOCK E LUZERNE ST,100,1,Homicide - Criminal,-75.09830065,40.00718828
24,1,2012-01-15,22:20:00,3400 BLOCK H ST,100,1,Homicide - Criminal,-75.11237369,40.00039165
24,2,2012-01-19,19:51:00,3000 BLOCK F ST,100,1,Homicide - Criminal,-75.11809542,39.99396142
24,2,2012-02-12,16:17:00,1800 BLOCK E ORLEANS ST,100,1,Homicide - Criminal,-75.11802177,39.99336416
24,1,2012-02-21,11:32:00,3900 BLOCK PALMETTO ST,100,1,Homicide - Criminal,-75.10826143,40.00740402
24,1,2012-03-11,06:07:00,3500 BLOCK I ST,100,1,Homicide - Criminal,-75.11023063,40.00156576
24,1,2012-03-13,15:17:00,3700 BLOCK FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.09897917,39.99975615
24,2,2012-03-18,12:13:00,3000 BLOCK HARTVILLE ST,100,1,Homicide - Criminal ,-75.12015563,39.99547831
24,1,2012-04-11,22:51:00,900 BLOCK E RUSSELL ST,100,1,Homicide - Criminal,-75.11210024,40.00008231
24,2,2012-04-28,15:33:00,KENSINGTON AV  / E SOMERSET ST,100,1,Homicide - Criminal,-75.1225616,39.99143712
24,1,2012-04-29,02:46:00,3600 BLOCK KENSINGTON AV,100,1,Homicide - Gross Negligence,-75.10372402,40.00185406
24,1,2012-05-09,17:38:00,3600 BLOCK ARAMINGO AVE,100,1,Homicide - Criminal,-75.09557833,39.99414501
24,1,2012-05-14,14:46:00,CORAL ST  / WHEATSHEAF LA,100,1,Homicide - Gross Negligence,-75.09376568,40.00314264
24,2,2012-05-22,01:10:00,2900 BLOCK RORER ST,100,1,Homicide - Criminal,-75.1213261,39.99286427
24,2,2012-05-29,21:06:00,E ELKHART ST  / FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.11427211,39.99112923
24,1,2012-06-19,15:47:00,KENSINGTON AV  / E TIOGA ST,100,1,Homicide - Criminal,-75.10644553,40.00033176
24,3,2012-06-27,12:12:00,3200 BLOCK N DELAWARE AV,100,1,Homicide - Gross Negligence,-75.09741044,39.97875972
24,2,2012-07-23,02:12:00,2900 BLOCK KIP ST,100,1,Homicide - Criminal ,-75.12686725,39.99406804
24,2,2012-08-11,05:18:00,2900 BLOCK EMERALD ST,100,1,Homicide - Criminal ,-75.11840657,39.99058225
24,1,2012-08-27,10:53:00,1300 BLOCK E ERIE AVE,100,1,Homicide - Gross Negligence,-75.10287576,40.00558546
24,2,2012-08-31,21:41:00,3200 BLOCK JASPER ST,100,1,Homicide - Criminal,-75.11222377,39.9952196
24,2,2012-09-01,16:13:00,300 BLOCK E SOMERSET ST,100,1,Homicide - Criminal,-75.12595261,39.99184872
24,1,2012-09-08,01:52:00,700 BLOCK E ALLEGHENY AVE AV,100,1,Homicide - Criminal ,-75.11736141,39.99705545
24,2,2012-09-12,19:04:00,2800 BLOCK N WATER ST,100,1,Homicide - Criminal,-75.1296209,39.99240457
24,1,2012-09-17,21:34:00,ARAMINGO AV / WHEATSHEAF LA,100,1,Homicide - Gross Negligence,-75.08946846,39.99727835
24,2,2012-11-10,16:59:00,2800 BLOCK JASPER ST,100,1,Homicide - Criminal,-75.11952373,39.99130844
24,1,2012-11-14,22:31:00,3400 BLOCK BRADDOCK ST,100,1,Homicide - Justifiable ,-75.10517701,39.99691698
24,2,2012-11-19,19:26:00,3100 BLOCK F ST,100,1,Homicide - Criminal,-75.11778516,39.9954436
24,2,2012-12-07,06:53:00,300 BLOCK E TUSCULUM ST,100,1,Homicide - Criminal ,-75.12597423,39.99174858
24,1,2012-12-20,00:55:00,2000 BLOCK CASTOR AVE,100,1,Homicide - Criminal,-75.09954804,40.00037903
24,1,2012-12-28,21:19:00,2000 BLOCK E MADISON ST,100,1,Homicide - Criminal ,-75.10990904,39.9941479
25,1,2012-01-09,23:12:00,3500 BLOCK N HUTCHINSON ST,100,1,Homicide - Criminal,-75.14350694,40.00510647
25,2,2012-01-19,21:31:00,600 BLOCK W HUNTING PARK AVE,100,1,Homicide - Criminal,-75.13719924,40.01527033
25,2,2012-01-21,02:17:00,300 BLOCK E HUNTING PARK AVE,100,1,Homicide - Gross Negligence,-75.12091179,40.01317865
25,3,2012-01-23,19:43:00,3300 BLOCK MUTTER ST,100,1,Homicide - Criminal,-75.13141789,40.00049525
25,1,2012-02-05,02:26:00,3700 BLOCK N BROAD ST,100,1,Homicide - Gross Negligence,-75.15111712,40.0096085
25,3,2012-03-12,19:55:00,2900 BLOCK N 9TH ST,100,1,Homicide - Criminal,-75.14522276,39.9965782
25,3,2012-03-12,21:01:00,2900 BLOCK N 9TH ST,100,1,Homicide - Criminal,-75.14522276,39.9965782
25,1,2012-03-18,20:28:00,3300 BLOCK N 5TH ST,100,1,Homicide - Criminal,-75.13782202,40.0026825
25,3,2012-03-19,20:48:00,3100 BLOCK N 2ND ST,100,1,Homicide - Criminal,-75.13356186,39.99781429
25,3,2012-03-28,22:58:00,2800 BLOCK N 9TH ST,100,1,Homicide - Criminal,-75.14566404,39.99459512
25,2,2012-03-30,22:55:00,4500 BLOCK N 8TH ST,100,1,Homicide - Criminal,-75.138882,40.02097605
25,1,2012-03-31,01:41:00,N 10TH ST / W ONTARIO ST,100,1,Homicide - Gross Negligence,-75.14532471,40.00379163
